id, x, y, freq, label
673, 13.648990, 54.894348, 36, look
674, 22.703493, 52.866657, 36, hotel
675, 6.151893, 55.462479, 28, deisher
676, 5.991901, 56.469589, 30, ramon
677, 18.719427, 53.757809, 33, falk
678, 32.318840, 45.922581, 35, individual
679, 5.849196, 56.215618, 33, february
680, 23.655664, 52.830975, 34, focused
681, 10.967964, 56.679073, 15, tv
682, 10.495462, 55.317547, 34, dis
683, 2.401516, 54.059570, 35, students
684, 33.449718, 45.233372, 35, kept
685, 26.226826, 49.658440, 34, journal
686, 8.322091, 55.409042, 35, urged
687, 29.013012, 47.651928, 36, streets
688, 31.452957, 45.796635, 3, sta
689, -4.629790, -62.759785, 32, martin
690, 22.970572, 51.029045, 31, area
691, 24.496407, 50.827202, 33, action
692, 2.020135, 55.479450, 35, places
693, 27.197077, 49.581692, 32, reform
694, 32.601677, 45.435768, 33, crime
695, 12.763010, 55.736904, 35, meetings
696, 21.865864, 52.526733, 18, raising
697, 30.940954, 46.613739, 29, country
698, -11.763286, 49.360622, 35, fall
699, 15.718666, 54.917980, 34, someone
700, 16.065733, 54.659649, 35, bathhouses
